index,questions,keys,datadic,col_name,assessment,domains,measures
2977,works hard everything,ICU_23,ICU_P,"ICU_P,ICU_23",Parent Measures,Demographic_Questionnaire_Measures,Inventory of Callous-Unemotional Traits – Parent Report
2978,things make others feel good,ICU_24,ICU_P,"ICU_P,ICU_24",Parent Measures,Demographic_Questionnaire_Measures,Inventory of Callous-Unemotional Traits – Parent Report
2980,express feelings openly,ICU_SR_01,ICU_SR,"ICU_SR,ICU_SR_01",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2981,think right wrong different people think,ICU_SR_02,ICU_SR,"ICU_SR,ICU_SR_02",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2982,care well school work,ICU_SR_03,ICU_SR,"ICU_SR,ICU_SR_03",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2985,show emotions others,ICU_SR_06,ICU_SR,"ICU_SR,ICU_SR_06",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2988,care get trouble,ICU_SR_09,ICU_SR,"ICU_SR,ICU_SR_09",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2991,seem cold uncaring others,ICU_SR_12,ICU_SR,"ICU_SR,ICU_SR_12",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2992,easily admit wrong,ICU_SR_13,ICU_SR,"ICU_SR,ICU_SR_13",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2993,easy others tell feeling,ICU_SR_14,ICU_SR,"ICU_SR,ICU_SR_14",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2994,always try best,ICU_SR_15,ICU_SR,"ICU_SR,ICU_SR_15",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2995,apologize say sorry persons hurt,ICU_SR_16,ICU_SR,"ICU_SR,ICU_SR_16",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2996,try hurt others feelings,ICU_SR_17,ICU_SR,"ICU_SR,ICU_SR_17",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
2997,feel remorseful something wrong,ICU_SR_18,ICU_SR,"ICU_SR,ICU_SR_18",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
3002,work hard everything,ICU_SR_23,ICU_SR,"ICU_SR,ICU_SR_23",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Inventory of Callous-Unemotional Traits
3005,weekdays web surfing frequency,IUQ_Wd_WebSurf_Freq,IUQ_SR,,,,
3006,weekdays web surfing hours per day,IUQ_Wd_WebSurf_Hrs,IUQ_SR,,,,
3007,weekdays web surfing primary time day,IUQ_Wd_WebSurf_Time,IUQ_SR,,,,
3008,weekdays web surfing primary device,IUQ_Wd_WebSurf_Device,IUQ_SR,,,,
3009,weekdays web surfing parent monitor,IUQ_Wd_WebSurf_Monitor,IUQ_SR,,,,
3010,weekdays web surfing parent restriction,IUQ_Wd_WebSurf_Restrict,IUQ_SR,,,,
3011,weekend web surfing frequency,IUQ_We_WebSurf_Freq,IUQ_SR,,,,
3012,weekend web surfing hours per day,IUQ_We_WebSurf_Hrs,IUQ_SR,,,,
3013,weekend web surfing primary time day,IUQ_We_WebSurf_Time,IUQ_SR,,,,
3014,weekend web surfing primary device,IUQ_We_WebSurf_Device,IUQ_SR,,,,
3017,weekdays online gaming frequency,IUQ_Wd_Game_Freq,IUQ_SR,,,,
3018,weekdays online gaming hours per day,IUQ_Wd_Game_Hrs,IUQ_SR,,,,
3019,weekdays online gaming primary time day,IUQ_Wd_Game_Time,IUQ_SR,,,,
3020,weekdays online gaming primary device,IUQ_Wd_Game_Device,IUQ_SR,,,,
3021,weekdays online gaming parent monitor,IUQ_Wd_Game_Monitor,IUQ_SR,,,,
3022,weekdays online gaming parent restriction,IUQ_Wd_Game_Restrict,IUQ_SR,,,,
3023,weekend online gaming frequency,IUQ_We_Game_Freq,IUQ_SR,,,,
3026,weekend online gaming primary device,IUQ_We_Game_Device,IUQ_SR,,,,
3029,weekdays social media frequency,IUQ_Wd_Social_Freq,IUQ_SR,,,,
3030,weekdays social media hours per day,IUQ_Wd_Social_Hrs,IUQ_SR,,,,
3031,weekdays social media primary time day,IUQ_Wd_Social_Time,IUQ_SR,,,,
3032,weekdays social media primary device,IUQ_Wd_Social_Device,IUQ_SR,,,,
3033,weekdays social media parent monitor,IUQ_Wd_Social_Monitor,IUQ_SR,,,,
3034,weekdays social media parent restriction,IUQ_Wd_Social_Restrict,IUQ_SR,,,,
3035,weekend social media frequency,IUQ_We_Social_Freq,IUQ_SR,,,,
3036,weekend social media hours per day,IUQ_We_Social_Hrs,IUQ_SR,,,,
3037,weekend social media primary time day,IUQ_We_Social_Time,IUQ_SR,,,,
3038,weekend social media primary device,IUQ_We_Social_Device,IUQ_SR,,,,
3039,weekend social media parent monitor,IUQ_We_Social_Monitor,IUQ_SR,,,,
3041,weekdays sexual activity frequency,IUQ_Wd_Sexual_Freq,IUQ_SR,,,,
3042,weekdays sexual activity hours per day,IUQ_Wd_Sexual_Hrs,IUQ_SR,,,,
3043,weekdays sexual activity primary time day,IUQ_Wd_Sexual_Time,IUQ_SR,,,,
3044,weekdays sexual activity primary device,IUQ_Wd_Sexual_Device,IUQ_SR,,,,
3045,weekdays sexual activity parent monitor,IUQ_Wd_Sexual_Monitor,IUQ_SR,,,,
3046,weekdays sexual activity parent restriction,IUQ_Wd_Sexual_Restrict,IUQ_SR,,,,
3047,weekend sexual activity frequency,IUQ_We_Sexual_Freq,IUQ_SR,,,,
3049,weekend sexual activity primary time day,IUQ_We_Sexual_Time,IUQ_SR,,,,
3050,weekend sexual activity primary device,IUQ_We_Sexual_Device,IUQ_SR,,,,
3053,weekdays gambling frequency,IUQ_Wd_Gamble_Freq,IUQ_SR,,,,
3054,weekdays gambling hours per day,IUQ_Wd_Gamble_Hrs,IUQ_SR,,,,
3055,weekdays gambling primary time day,IUQ_Wd_Gamble_Time,IUQ_SR,,,,
3056,weekdays gambling primary device,IUQ_Wd_Gameble_Device,IUQ_SR,,,,
3057,weekdays gambling parent monitor,IUQ_Wd_Gamble_Monitor,IUQ_SR,,,,
3058,weekdays gambling parent restriction,IUQ_Wd_Gamble_Restrict,IUQ_SR,,,,
3059,weekend gambling frequency,IUQ_We_Gamble_Freq,IUQ_SR,,,,
3065,weekdays texting messaging frequency,IUQ_Wd_Text_Freq,IUQ_SR,,,,
3066,weekdays texting messaging hours per day,IUQ_Wd_Text_Hrs,IUQ_SR,,,,
3067,weekdays texting messaging primary time day,IUQ_Wd_Text_Time,IUQ_SR,,,,
3068,weekdays texting messaging primary device,IUQ_Wd_Text_Device,IUQ_SR,,,,
3069,weekdays texting messaging parent monitor,IUQ_Wd_Text_Monitor,IUQ_SR,,,,
3070,weekdays texting messaging parent restriction,IUQ_Wd_Text_Restrict,IUQ_SR,,,,
3071,weekend texting messaging frequency,IUQ_We_Text_Freq,IUQ_SR,,,,
3073,weekend texting messaging primary time day,IUQ_We_Text_Time,IUQ_SR,,,,
3074,weekend texting messaging primary device,IUQ_We_Text_Device,IUQ_SR,,,,
3076,weekend texting messaging parent restriction,IUQ_We_Text_Restrict,IUQ_SR,,,,
3077,weekdays homework frequency,IUQ_Wd_HomeWork_Freq,IUQ_SR,,,,
3078,weekdays homework hours per day,IUQ_Wd_HomeWork_Hrs,IUQ_SR,,,,
3079,weekdays homework primary time day,IUQ_Wd_HomeWork_Time,IUQ_SR,,,,
3080,weekdays homework primary device,IUQ_Wd_Homework_Device,IUQ_SR,,,,
3081,weekdays homework parent monitor,IUQ_Wd_HomeWork_Monitor,IUQ_SR,,,,
3082,weekdays homework parent restriction,IUQ_Wd_Homework_Restrict,IUQ_SR,,,,
3083,weekend homework frequency,IUQ_We_HomeWork_Freq,IUQ_SR,,,,
3085,weekend homework primary time day,IUQ_We_HomeWork_Time,IUQ_SR,,,,
3088,weekend homework parent restriction,IUQ_We_Homework_Restrict,IUQ_SR,,,,
3089,weekdays tv movies frequency,IUQ_Wd_TV_Freq,IUQ_SR,,,,
3090,weekdays tv movies hours per day,IUQ_Wd_TV_Hrs,IUQ_SR,,,,
3091,weekdays tv movies primary time day,IUQ_Wd_TV_Time,IUQ_SR,,,,
3092,weekdays tv movies primary device,IUQ_Wd_TV_Device,IUQ_SR,,,,
3093,weekdays tv movies parent monitor,IUQ_Wd_TV_Monitor,IUQ_SR,,,,
3094,weekdays tv movies parent restriction,IUQ_Wd_TV_Restrict,IUQ_SR,,,,
3095,weekend tv movies frequency,IUQ_We_TV_Freq,IUQ_SR,,,,
3096,weekend tv movies hours per day,IUQ_We_TV_Hrs,IUQ_SR,,,,
3097,weekend tv movies primary time day,IUQ_We_TV_Time,IUQ_SR,,,,
3098,weekend tv movies primary device,IUQ_We_TV_Device,IUQ_SR,,,,
3099,weekend tv movies parent monitor,IUQ_We_TV_Monitor,IUQ_SR,,,,
3101,weekdays music frequency,IUQ_Wd_Music_Freq,IUQ_SR,,,,
3102,weekdays music hours per day,IUQ_Wd_Music_Hrs,IUQ_SR,,,,
3103,weekdays music primary time day,IUQ_Wd_Music_Time,IUQ_SR,,,,
3104,weekdays music primary device,IUQ_Wd_Music_Device,IUQ_SR,,,,
3105,weekdays music parent monitor,IUQ_Wd_Music_Monitor,IUQ_SR,,,,
3106,weekdays music parent restriction,IUQ_Wd_Music_Restrict,IUQ_SR,,,,
3107,weekend music frequency,IUQ_We_Music_Freq,IUQ_SR,,,,
3108,weekend music hours per day,IUQ_We_Music_Hrs,IUQ_SR,,,,
3109,weekend music primary time day,IUQ_We_Music_Time,IUQ_SR,,,,
3110,weekend music primary device,IUQ_We_Music_Device,IUQ_SR,,,,
3111,weekend music parent monitor,IUQ_We_Music_Monitor,IUQ_SR,,,,
3112,weekend music parent restriction,IUQ_We_Music_Restrict,IUQ_SR,,,,
3113,weekdays reading news media frequency,IUQ_Wd_Reading_Freq,IUQ_SR,,,,
3114,weekdays reading news media hours per day,IUQ_Wd_Reading_Hrs,IUQ_SR,,,,
3115,weekdays reading news media primary time day,IUQ_Wd_Reading_Time,IUQ_SR,,,,
3116,weekdays reading news media primary device,IUQ_Wd_Reading_Device,IUQ_SR,,,,
3117,weekdays reading news media parent monitor,IUQ_Wd_Reading_Monitor,IUQ_SR,,,,
3118,weekdays reading news media parent restriction,IUQ_Wd_Reading_Restrict,IUQ_SR,,,,
3119,weekend reading news media frequency,IUQ_We_Reading_Freq,IUQ_SR,,,,
3120,weekend reading news media hours per day,IUQ_We_Reading_Hrs,IUQ_SR,,,,
3121,weekend reading news media primary time day,IUQ_We_Reading_Time,IUQ_SR,,,,
3122,weekend reading news media primary device,IUQ_We_Reading_Device,IUQ_SR,,,,
3123,weekend reading news media parent monitor,IUQ_We_Reading_Monitor,IUQ_SR,,,,
3124,weekend reading news media parent restriction,IUQ_We_Reading_Restrict,IUQ_SR,,,,
3125,activity discription,IUQ_Other_Activity,IUQ_SR,,,,
3126,weekdays frequency,IUQ_Wd_Other_Freq,IUQ_SR,,,,
3127,weekdays hours per day,IUQ_Wd_Other_Hrs,IUQ_SR,,,,
3128,weekdays primary time day,IUQ_Wd_Other_Time,IUQ_SR,,,,
3129,weekdays primary device,IUQ_Wd_Other_Device,IUQ_SR,,,,
3130,weekdays parent monitor,IUQ_Wd_Other_Monitor,IUQ_SR,,,,
3131,weekdays parent restriction,IUQ_Wd_Other_Restrict,IUQ_SR,,,,
3132,weekend frequency,IUQ_We_Other_Freq,IUQ_SR,,,,
3133,weekend hours per day,IUQ_We_Other_Hrs,IUQ_SR,,,,
3134,weekend primary time day,IUQ_We_Other_Time,IUQ_SR,,,,
3135,weekend primary device,IUQ_We_Other_Device,IUQ_SR,,,,
3136,weekend parent monitor,IUQ_We_Other_Monitor,IUQ_SR,,,,
3137,weekend parent restriction,IUQ_We_Other_Restrict,IUQ_SR,,,,
3138,web surfing,IUQ_Web_Surfing,IUQ_P,,,,
3139,online gambling,IUQ_Online_Game,IUQ_P,,,,
3140,social media,IUQ_Social_Media,IUQ_P,,,,
3141,sexual activity pornography,IUQ_Sexual_Activity,IUQ_P,,,,
3142,gambling,IUQ_Gambling,IUQ_P,,,,
3143,texting messaging,IUQ_Texting,IUQ_P,,,,
3144,homework,IUQ_Homework,IUQ_P,,,,
3145,tv movies,IUQ_TV_Movies,IUQ_P,,,,
3146,music,IUQ_Music,IUQ_P,,,,
3147,reading news media,IUQ_Reading_News,IUQ_P,,,,
3149,,IUQ_Other,IUQ_P,,,,
3298,felt miserable unhappy,MFQ_P_01,MFQ_P,"MFQ_P,MFQ_P_01",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3299,enjoy anything,MFQ_P_02,MFQ_P,"MFQ_P,MFQ_P_02",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3300,less hungry usual,MFQ_P_03,MFQ_P,"MFQ_P,MFQ_P_03",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3301,ate usual,MFQ_P_04,MFQ_P,"MFQ_P,MFQ_P_04",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3302,felt tired sat around nothing,MFQ_P_05,MFQ_P,"MFQ_P,MFQ_P_05",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3303,moving walking slowly usual,MFQ_P_06,MFQ_P,"MFQ_P,MFQ_P_06",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3305,felt good anymore,MFQ_P_08,MFQ_P,"MFQ_P,MFQ_P_08",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3306,blamed things fault,MFQ_P_09,MFQ_P,"MFQ_P,MFQ_P_09",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3307,hard make mind,MFQ_P_10,MFQ_P,"MFQ_P,MFQ_P_10",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3308,felt grumpy cross parents,MFQ_P_11,MFQ_P,"MFQ_P,MFQ_P_11",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3309,felt like talking less usual,MFQ_P_12,MFQ_P,"MFQ_P,MFQ_P_12",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3310,talking slowly usual,MFQ_P_13,MFQ_P,"MFQ_P,MFQ_P_13",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3311,cried lot,MFQ_P_14,MFQ_P,"MFQ_P,MFQ_P_14",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3312,thought nothing good future,MFQ_P_15,MFQ_P,"MFQ_P,MFQ_P_15",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3313,thought life worth living,MFQ_P_16,MFQ_P,"MFQ_P,MFQ_P_16",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3314,thought death dying,MFQ_P_17,MFQ_P,"MFQ_P,MFQ_P_17",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3315,thought family would better without,MFQ_P_18,MFQ_P,"MFQ_P,MFQ_P_18",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3317,want see friends,MFQ_P_20,MFQ_P,"MFQ_P,MFQ_P_20",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3318,found hard think properly concentrate,MFQ_P_21,MFQ_P,"MFQ_P,MFQ_P_21",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3319,thought bad things would happen,MFQ_P_22,MFQ_P,"MFQ_P,MFQ_P_22",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3320,hated,MFQ_P_23,MFQ_P,"MFQ_P,MFQ_P_23",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3321,felt bad person,MFQ_P_24,MFQ_P,"MFQ_P,MFQ_P_24",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3322,thought looked ugly,MFQ_P_25,MFQ_P,"MFQ_P,MFQ_P_25",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3323,worried aches pains,MFQ_P_26,MFQ_P,"MFQ_P,MFQ_P_26",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3325,thought nobody really loved,MFQ_P_28,MFQ_P,"MFQ_P,MFQ_P_28",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3326,fun school,MFQ_P_29,MFQ_P,"MFQ_P,MFQ_P_29",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3327,thought could never good kids,MFQ_P_30,MFQ_P,"MFQ_P,MFQ_P_30",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3328,everything wrong,MFQ_P_31,MFQ_P,"MFQ_P,MFQ_P_31",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3329,sleep well usually sleeps,MFQ_P_32,MFQ_P,"MFQ_P,MFQ_P_32",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3330,slept lot usual,MFQ_P_33,MFQ_P,"MFQ_P,MFQ_P_33",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3331,happy usual even praised rewarded,MFQ_P_34,MFQ_P,"MFQ_P,MFQ_P_34",Parent Measures,Demographic_Questionnaire_Measures,Mood and Feelings Questionnaire
3367,participant qualify mri scan,Qualify,MRI_Track,,,,
3368,scan location,Scan_Location,MRI_Track,,,,
3369,scans completed,Complete,MRI_Track,,,,
3370,incomplete reason,incomplete_reason,MRI_Track,,,,
3371,clinical impression,Clinical_Impression,MRI_Track,,,,
3372,peer complete,Peer1,MRI_Track,,,,
3373,resting state complete,RS,MRI_Track,,,,
3375,movie despicable complete,Movie1,MRI_Track,,,,
3377,t1w complete,T1W,MRI_Track,,,,
3378,t2 flair fluid attenuated inversion recovery complete,T2Flair,MRI_Track,,,,
3379,t2 space complete,T2Space,MRI_Track,,,,
3380,field maps complete,FM,MRI_Track,,,,
3381,diffusion weighted image b pa ax complete,DWI_PAAX,MRI_Track,,,,
3383,diffusion kurtosis imaging directions ap complete,DKI64,MRI_Track,,,,
3384,movie present complete,Movie2,MRI_Track,,,,
3386,magnetization transfer complete,MT_ON,MRI_Track,,,,
3453,brother sister serious trouble trouble law school drugs,NLES_P_01a,NLES_P,"NLES_P,NLES_P_01a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3454,yes aware brother sister serious trouble,NLES_P_01b,NLES_P,"NLES_P,NLES_P_01b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3455,yes upset brother sister serious trouble,NLES_P_01c,NLES_P,"NLES_P,NLES_P_01c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3456,close friend serious troubles problems illness injury,NLES_P_02a,NLES_P,"NLES_P,NLES_P_02a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3457,yes aware close friend serious troubles,NLES_P_02b,NLES_P,"NLES_P,NLES_P_02b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3458,yes upset close friend serious troubles,NLES_P_02c,NLES_P,"NLES_P,NLES_P_02c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3459,suffered serious physical illness injury extreme pain something required rest one week bed hospitalization surgery,NLES_P_03a,NLES_P,"NLES_P,NLES_P_03a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3460,yes aware suffered serious illness injury,NLES_P_03b,NLES_P,"NLES_P,NLES_P_03b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3461,yes upset suffered serious illness injury,NLES_P_03c,NLES_P,"NLES_P,NLES_P_03c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3462,brother sister suffered serious physical illenss injury extreme pain something required rest one week bed hospitalization surgery,NLES_P_04a,NLES_P,"NLES_P,NLES_P_04a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3463,yes aware brother sister suffered serious illness injury,NLES_P_04b,NLES_P,"NLES_P,NLES_P_04b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3464,yes upset brother sister suffered serious illness injury,NLES_P_04c,NLES_P,"NLES_P,NLES_P_04c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3465,one brothers sisters angry upset,NLES_P_05a,NLES_P,"NLES_P,NLES_P_05a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3466,yes aware brother sister angry upset,NLES_P_05b,NLES_P,"NLES_P,NLES_P_05b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3468,people family parents brothers sisters physically hit hard hurt,NLES_P_06a,NLES_P,"NLES_P,NLES_P_06a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3469,yes aware people family hurt,NLES_P_06b,NLES_P,"NLES_P,NLES_P_06b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3470,yes upset people family hurt,NLES_P_06c,NLES_P,"NLES_P,NLES_P_06c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3471,parent suffered serious illness injury extreme pain something required rest one week bed hospitalization surgery,NLES_P_07a,NLES_P,"NLES_P,NLES_P_07a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3472,yes aware parent suffered serious injury,NLES_P_07b,NLES_P,"NLES_P,NLES_P_07b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3473,yes upset parent suffered serious illness injury,NLES_P_07c,NLES_P,"NLES_P,NLES_P_07c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3474,mother father talked serious money troubles worried bills ordinary things,NLES_P_08a,NLES_P,"NLES_P,NLES_P_08a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3475,yes aware mother father talked serious money troubles,NLES_P_08b,NLES_P,"NLES_P,NLES_P_08b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3476,yes upset mother father talked serious money troubles,NLES_P_08c,NLES_P,"NLES_P,NLES_P_08c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3477,relatives aunts uncles grandparents said bad things mother father,NLES_P_09a,NLES_P,"NLES_P,NLES_P_09a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3478,yes aware relatives said bad things mother father,NLES_P_09b,NLES_P,"NLES_P,NLES_P_09b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3479,yes upset relatives said bad things mother father,NLES_P_09c,NLES_P,"NLES_P,NLES_P_09c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3480,mother father fought argued relatives aunts uncles grandparents,NLES_P_10a,NLES_P,"NLES_P,NLES_P_10a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3481,yes aware mother father fought argued relatives,NLES_P_10b,NLES_P,"NLES_P,NLES_P_10b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3482,yes upset mother father fought argued relatives,NLES_P_10c,NLES_P,"NLES_P,NLES_P_10c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3483,mother father acted badly front friends things like yelled criticized,NLES_P_11a,NLES_P,"NLES_P,NLES_P_11a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3484,yes aware mother father acted badly front friends,NLES_P_11b,NLES_P,"NLES_P,NLES_P_11b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3485,yes upset mother father acted badly fron friends,NLES_P_11c,NLES_P,"NLES_P,NLES_P_11c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3486,mother father intoxicated presence,NLES_P_12a,NLES_P,"NLES_P,NLES_P_12a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3487,yes aware parents intoxicated,NLES_P_12b,NLES_P,"NLES_P,NLES_P_12b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3488,yes upset parents intoxicated,NLES_P_12c,NLES_P,"NLES_P,NLES_P_12c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3489,mother father forgot important things promised would take trip take nice places come school athletic activities,NLES_P_13a,NLES_P,"NLES_P,NLES_P_13a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3490,yes aware mother father forgot important things,NLES_P_13b,NLES_P,"NLES_P,NLES_P_13b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3491,yes upset mother father forgot important things,NLES_P_13c,NLES_P,"NLES_P,NLES_P_13c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3492,mother father arrested sent jail,NLES_P_14a,NLES_P,"NLES_P,NLES_P_14a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3493,yes aware mother father arrested sent jail,NLES_P_14b,NLES_P,"NLES_P,NLES_P_14b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3494,yes upset mother father arrested sent jail,NLES_P_14c,NLES_P,"NLES_P,NLES_P_14c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3495,mother father lost job,NLES_P_15a,NLES_P,"NLES_P,NLES_P_15a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3496,yes aware mother father lost job,NLES_P_15b,NLES_P,"NLES_P,NLES_P_15b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3497,yes upset mother father lost job,NLES_P_15c,NLES_P,"NLES_P,NLES_P_15c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3498,close family member died parent close uncle grandparent relative,NLES_P_16a,NLES_P,"NLES_P,NLES_P_16a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3499,yes aware close family member died,NLES_P_16b,NLES_P,"NLES_P,NLES_P_16b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3500,yes upset close family member died,NLES_P_16c,NLES_P,"NLES_P,NLES_P_16c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
